               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 164,           0.0092121,           0.0035889,                   0,             0.99992,                   1,               0.995,             0.93757,            0.005848,           0.0017473,                   0,            0.004621,            0.004621,            0.004621
                 165,           0.0093871,           0.0036024,                   0,             0.99992,                   1,               0.995,             0.93709,           0.0058487,           0.0017567,                   0,            0.004588,            0.004588,            0.004588
                 166,           0.0093793,           0.0036352,                   0,             0.99992,                   1,               0.995,             0.93621,           0.0058427,           0.0017513,                   0,            0.004555,            0.004555,            0.004555
                 167,           0.0093019,           0.0036621,                   0,             0.99991,                   1,               0.995,             0.93585,           0.0058218,           0.0017571,                   0,            0.004522,            0.004522,            0.004522
                 168,           0.0091042,           0.0036264,                   0,             0.99991,                   1,               0.995,              0.9371,            0.005788,           0.0017493,                   0,            0.004489,            0.004489,            0.004489
                 169,           0.0091992,           0.0036151,                   0,             0.99992,                   1,               0.995,             0.93771,           0.0058322,            0.001748,                   0,            0.004456,            0.004456,            0.004456
                 170,           0.0093229,           0.0036769,                   0,             0.99991,                   1,               0.995,             0.93891,           0.0058739,           0.0017562,                   0,            0.004423,            0.004423,            0.004423
                 171,           0.0090522,           0.0036341,                   0,             0.99992,                   1,               0.995,             0.93775,           0.0058914,           0.0017597,                   0,             0.00439,             0.00439,             0.00439
                 172,           0.0090555,           0.0036651,                   0,             0.99992,                   1,               0.995,             0.94085,             0.00586,           0.0017383,                   0,            0.004357,            0.004357,            0.004357
                 173,           0.0091253,           0.0035846,                   0,             0.99992,                   1,               0.995,              0.9416,           0.0058935,           0.0017402,                   0,            0.004324,            0.004324,            0.004324
                 174,           0.0093213,           0.0036347,                   0,             0.99992,                   1,               0.995,             0.93936,           0.0059192,           0.0017465,                   0,            0.004291,            0.004291,            0.004291
                 175,           0.0091304,           0.0036485,                   0,             0.99992,                   1,               0.995,             0.94066,           0.0059559,            0.001754,                   0,            0.004258,            0.004258,            0.004258
                 176,           0.0091319,           0.0035826,                   0,             0.99992,                   1,               0.995,             0.94175,           0.0060048,           0.0017688,                   0,            0.004225,            0.004225,            0.004225
                 177,           0.0092164,            0.003645,                   0,             0.99992,                   1,               0.995,              0.9413,           0.0059902,           0.0017584,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.009137,           0.0035858,                   0,             0.99992,                   1,               0.995,             0.93949,           0.0059809,           0.0017578,                   0,            0.004159,            0.004159,            0.004159
                 179,           0.0090514,           0.0035446,                   0,             0.99992,                   1,               0.995,             0.93997,           0.0059908,           0.0017531,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.009091,           0.0035672,                   0,             0.99992,                   1,               0.995,             0.94058,           0.0059297,           0.0017451,                   0,            0.004093,            0.004093,            0.004093
                 181,           0.0091134,           0.0035377,                   0,             0.99992,                   1,               0.995,              0.9406,           0.0059186,           0.0017479,                   0,             0.00406,             0.00406,             0.00406
                 182,           0.0087904,           0.0035066,                   0,             0.99992,                   1,               0.995,             0.94045,           0.0059621,           0.0017624,                   0,            0.004027,            0.004027,            0.004027
                 183,           0.0089946,           0.0035928,                   0,             0.99991,                   1,               0.995,             0.93944,           0.0059689,           0.0017708,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.008922,           0.0035289,                   0,             0.99992,                   1,               0.995,             0.93984,            0.005972,           0.0017714,                   0,            0.003961,            0.003961,            0.003961
                 185,           0.0088617,           0.0035102,                   0,             0.99991,                   1,               0.995,             0.94099,           0.0059538,           0.0017617,                   0,            0.003928,            0.003928,            0.003928
                 186,           0.0088712,           0.0035282,                   0,             0.99992,                   1,               0.995,             0.94199,            0.005933,           0.0017565,                   0,            0.003895,            0.003895,            0.003895
                 187,           0.0088715,           0.0035442,                   0,             0.99992,                   1,               0.995,             0.94079,           0.0059397,           0.0017552,                   0,            0.003862,            0.003862,            0.003862
                 188,           0.0086698,           0.0035089,                   0,             0.99992,                   1,               0.995,             0.94166,           0.0059605,           0.0017564,                   0,            0.003829,            0.003829,            0.003829
                 189,           0.0088717,           0.0034952,                   0,             0.99992,                   1,               0.995,             0.93984,           0.0060134,            0.001761,                   0,            0.003796,            0.003796,            0.003796
                 190,           0.0087607,           0.0035731,                   0,             0.99992,                   1,               0.995,                0.94,           0.0060086,           0.0017678,                   0,            0.003763,            0.003763,            0.003763
                 191,           0.0087804,           0.0035266,                   0,             0.99992,                   1,               0.995,             0.93845,           0.0060298,           0.0017729,                   0,             0.00373,             0.00373,             0.00373
                 192,           0.0086594,            0.003505,                   0,             0.99992,                   1,               0.995,             0.93948,           0.0060628,           0.0017798,                   0,            0.003697,            0.003697,            0.003697
                 193,           0.0087101,           0.0034869,                   0,             0.99992,                   1,               0.995,             0.94076,           0.0060345,            0.001777,                   0,            0.003664,            0.003664,            0.003664
                 194,           0.0086614,           0.0034841,                   0,             0.99992,                   1,               0.995,             0.93996,           0.0060202,           0.0017789,                   0,            0.003631,            0.003631,            0.003631
                 195,           0.0086775,           0.0035044,                   0,             0.99992,                   1,               0.995,             0.94009,           0.0060262,           0.0017833,                   0,            0.003598,            0.003598,            0.003598
                 196,           0.0086454,           0.0035203,                   0,             0.99992,                   1,               0.995,             0.94008,           0.0060003,            0.001777,                   0,            0.003565,            0.003565,            0.003565
                 197,           0.0086463,            0.003459,                   0,             0.99992,                   1,               0.995,              0.9402,           0.0059888,            0.001776,                   0,            0.003532,            0.003532,            0.003532
                 198,           0.0087065,           0.0035176,                   0,             0.99992,                   1,               0.995,             0.93998,           0.0059995,           0.0017726,                   0,            0.003499,            0.003499,            0.003499
                 199,           0.0084852,           0.0034434,                   0,             0.99992,                   1,               0.995,             0.94169,            0.005995,           0.0017766,                   0,            0.003466,            0.003466,            0.003466
                 200,           0.0085495,           0.0034472,                   0,             0.99992,                   1,               0.995,             0.94026,           0.0059926,           0.0017767,                   0,            0.003433,            0.003433,            0.003433
                 201,           0.0086103,           0.0034284,                   0,             0.99991,                   1,               0.995,             0.94035,           0.0060013,            0.001776,                   0,              0.0034,              0.0034,              0.0034
                 202,           0.0085758,             0.00343,                   0,             0.99991,                   1,               0.995,             0.93818,           0.0060104,            0.001775,                   0,            0.003367,            0.003367,            0.003367
                 203,           0.0085702,           0.0034647,                   0,             0.99991,                   1,               0.995,             0.93779,            0.006034,           0.0017774,                   0,            0.003334,            0.003334,            0.003334
                 204,           0.0085483,           0.0034057,                   0,             0.99991,                   1,               0.995,             0.93749,           0.0060438,           0.0017772,                   0,            0.003301,            0.003301,            0.003301
                 205,           0.0085929,           0.0034515,                   0,             0.99991,                   1,               0.995,             0.93732,           0.0060643,           0.0017775,                   0,            0.003268,            0.003268,            0.003268
                 206,           0.0084512,            0.003439,                   0,             0.99991,                   1,               0.995,             0.93654,           0.0060542,           0.0017768,                   0,            0.003235,            0.003235,            0.003235
                 207,           0.0085025,           0.0033426,                   0,             0.99991,                   1,               0.995,             0.93776,           0.0060491,           0.0017733,                   0,            0.003202,            0.003202,            0.003202
                 208,           0.0084762,           0.0034019,                   0,             0.99991,                   1,               0.995,             0.93813,           0.0060528,           0.0017759,                   0,            0.003169,            0.003169,            0.003169
                 209,           0.0084289,           0.0034206,                   0,             0.99991,                   1,               0.995,             0.93814,           0.0060477,           0.0017811,                   0,            0.003136,            0.003136,            0.003136
                 210,           0.0083906,           0.0033695,                   0,             0.99991,                   1,               0.995,              0.9379,           0.0060495,           0.0017829,                   0,            0.003103,            0.003103,            0.003103
                 211,           0.0084243,           0.0033879,                   0,             0.99992,                   1,               0.995,             0.93827,           0.0060436,           0.0017833,                   0,             0.00307,             0.00307,             0.00307
                 212,           0.0083984,           0.0034023,                   0,             0.99992,                   1,               0.995,             0.93838,           0.0060399,           0.0017831,                   0,            0.003037,            0.003037,            0.003037
                 213,           0.0083638,           0.0033892,                   0,             0.99992,                   1,               0.995,             0.93842,           0.0060507,           0.0017843,                   0,            0.003004,            0.003004,            0.003004
                 214,           0.0081648,           0.0034071,                   0,             0.99992,                   1,               0.995,              0.9381,           0.0060731,           0.0017845,                   0,            0.002971,            0.002971,            0.002971
                 215,           0.0083268,           0.0033387,                   0,             0.99992,                   1,               0.995,             0.93901,           0.0060759,           0.0017823,                   0,            0.002938,            0.002938,            0.002938
                 216,           0.0082354,             0.00332,                   0,             0.99992,                   1,               0.995,             0.93993,           0.0060702,           0.0017813,                   0,            0.002905,            0.002905,            0.002905
                 217,           0.0082724,           0.0033644,                   0,             0.99992,                   1,               0.995,             0.93789,             0.00606,           0.0017808,                   0,            0.002872,            0.002872,            0.002872
                 218,           0.0082135,           0.0033038,                   0,             0.99992,                   1,               0.995,             0.93829,           0.0060553,           0.0017798,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.008222,           0.0033117,                   0,             0.99992,                   1,               0.995,             0.93894,           0.0060462,           0.0017768,                   0,            0.002806,            0.002806,            0.002806
                 220,           0.0082367,            0.003309,                   0,             0.99992,                   1,               0.995,             0.93849,           0.0060377,           0.0017804,                   0,            0.002773,            0.002773,            0.002773
                 221,           0.0081942,           0.0032913,                   0,             0.99992,                   1,               0.995,             0.93811,           0.0060289,           0.0017796,                   0,             0.00274,             0.00274,             0.00274
                 222,           0.0080767,           0.0032605,                   0,             0.99992,                   1,               0.995,             0.93901,           0.0060304,           0.0017795,                   0,            0.002707,            0.002707,            0.002707
                 223,           0.0080601,           0.0032829,                   0,             0.99991,                   1,               0.995,             0.93786,           0.0060336,           0.0017815,                   0,            0.002674,            0.002674,            0.002674
                 224,           0.0079853,           0.0032834,                   0,             0.99991,                   1,               0.995,             0.93739,           0.0060253,           0.0017815,                   0,            0.002641,            0.002641,            0.002641
                 225,           0.0080711,           0.0032583,                   0,             0.99992,                   1,               0.995,             0.93724,            0.006009,           0.0017833,                   0,            0.002608,            0.002608,            0.002608
                 226,           0.0078918,           0.0032808,                   0,             0.99992,                   1,               0.995,             0.93781,           0.0059911,           0.0017845,                   0,            0.002575,            0.002575,            0.002575
                 227,           0.0080361,           0.0032996,                   0,             0.99992,                   1,               0.995,             0.93802,           0.0059749,           0.0017846,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.007946,           0.0033101,                   0,             0.99992,                   1,               0.995,             0.93922,           0.0059622,           0.0017854,                   0,            0.002509,            0.002509,            0.002509
                 229,           0.0081163,            0.003265,                   0,             0.99992,                   1,               0.995,             0.94004,           0.0059479,           0.0017852,                   0,            0.002476,            0.002476,            0.002476
                 230,           0.0079996,            0.003337,                   0,             0.99992,                   1,               0.995,              0.9392,           0.0059456,           0.0017859,                   0,            0.002443,            0.002443,            0.002443
                 231,           0.0079435,           0.0032758,                   0,             0.99992,                   1,               0.995,             0.93985,            0.005948,           0.0017875,                   0,             0.00241,             0.00241,             0.00241
                 232,           0.0079156,           0.0032595,                   0,             0.99992,                   1,               0.995,             0.94009,           0.0059428,           0.0017893,                   0,            0.002377,            0.002377,            0.002377
                 233,           0.0078625,           0.0032838,                   0,             0.99992,                   1,               0.995,             0.94043,            0.005936,           0.0017915,                   0,            0.002344,            0.002344,            0.002344
                 234,           0.0078976,           0.0032647,                   0,             0.99992,                   1,               0.995,             0.94001,           0.0059357,           0.0017916,                   0,            0.002311,            0.002311,            0.002311
                 235,           0.0078325,           0.0032462,                   0,             0.99992,                   1,               0.995,             0.94073,           0.0059416,           0.0017925,                   0,            0.002278,            0.002278,            0.002278
                 236,           0.0077712,           0.0032636,                   0,             0.99992,                   1,               0.995,             0.93936,           0.0059551,           0.0017956,                   0,            0.002245,            0.002245,            0.002245
                 237,           0.0076857,           0.0033043,                   0,             0.99992,                   1,               0.995,              0.9392,           0.0059632,           0.0017977,                   0,            0.002212,            0.002212,            0.002212
                 238,           0.0077116,           0.0031378,                   0,             0.99992,                   1,               0.995,             0.93833,           0.0059728,           0.0017989,                   0,            0.002179,            0.002179,            0.002179
                 239,           0.0076824,           0.0031733,                   0,             0.99992,                   1,               0.995,             0.93827,           0.0059809,           0.0018021,                   0,            0.002146,            0.002146,            0.002146
                 240,           0.0077068,            0.003194,                   0,             0.99992,                   1,               0.995,             0.93725,           0.0059943,           0.0018055,                   0,            0.002113,            0.002113,            0.002113
                 241,           0.0077615,            0.003258,                   0,             0.99992,                   1,               0.995,             0.93796,           0.0060007,           0.0018059,                   0,             0.00208,             0.00208,             0.00208
                 242,           0.0075561,           0.0032263,                   0,             0.99992,                   1,               0.995,             0.93853,           0.0060102,           0.0018067,                   0,            0.002047,            0.002047,            0.002047
                 243,           0.0076839,           0.0031603,                   0,             0.99992,                   1,               0.995,             0.93861,           0.0060134,           0.0018073,                   0,            0.002014,            0.002014,            0.002014
                 244,           0.0075715,           0.0031795,                   0,             0.99992,                   1,               0.995,             0.93889,           0.0060184,           0.0018068,                   0,            0.001981,            0.001981,            0.001981
                 245,           0.0074757,           0.0031517,                   0,             0.99992,                   1,               0.995,             0.93814,           0.0060228,           0.0018074,                   0,            0.001948,            0.001948,            0.001948
                 246,           0.0076226,           0.0031839,                   0,             0.99992,                   1,               0.995,             0.93778,           0.0060249,           0.0018093,                   0,            0.001915,            0.001915,            0.001915
                 247,           0.0075375,           0.0031692,                   0,             0.99992,                   1,               0.995,             0.93709,           0.0060297,           0.0018101,                   0,            0.001882,            0.001882,            0.001882
                 248,           0.0076513,           0.0031864,                   0,             0.99992,                   1,               0.995,             0.93708,           0.0060312,           0.0018124,                   0,            0.001849,            0.001849,            0.001849
                 249,           0.0075697,           0.0031081,                   0,             0.99992,                   1,               0.995,             0.93648,           0.0060304,            0.001814,                   0,            0.001816,            0.001816,            0.001816
                 250,           0.0074878,           0.0031112,                   0,             0.99992,                   1,               0.995,              0.9375,           0.0060324,           0.0018148,                   0,            0.001783,            0.001783,            0.001783
                 251,           0.0074196,            0.003136,                   0,             0.99992,                   1,               0.995,             0.93772,           0.0060345,           0.0018165,                   0,             0.00175,             0.00175,             0.00175
                 252,            0.007379,           0.0031708,                   0,             0.99992,                   1,               0.995,             0.93768,           0.0060365,           0.0018166,                   0,            0.001717,            0.001717,            0.001717
                 253,            0.007345,           0.0030247,                   0,             0.99992,                   1,               0.995,             0.93733,           0.0060414,           0.0018185,                   0,            0.001684,            0.001684,            0.001684
                 254,           0.0073586,            0.003078,                   0,             0.99992,                   1,               0.995,             0.93743,           0.0060426,           0.0018201,                   0,            0.001651,            0.001651,            0.001651
                 255,           0.0072839,           0.0030848,                   0,             0.99992,                   1,               0.995,             0.93796,           0.0060443,           0.0018206,                   0,            0.001618,            0.001618,            0.001618
                 256,           0.0073737,           0.0031254,                   0,             0.99992,                   1,               0.995,             0.93711,           0.0060473,           0.0018236,                   0,            0.001585,            0.001585,            0.001585
                 257,           0.0073487,           0.0030718,                   0,             0.99992,                   1,               0.995,             0.93736,           0.0060493,           0.0018254,                   0,            0.001552,            0.001552,            0.001552
                 258,           0.0073532,           0.0031096,                   0,             0.99992,                   1,               0.995,             0.93765,            0.006051,           0.0018264,                   0,            0.001519,            0.001519,            0.001519
                 259,           0.0073302,           0.0030631,                   0,             0.99992,                   1,               0.995,             0.93725,           0.0060568,           0.0018274,                   0,            0.001486,            0.001486,            0.001486
                 260,           0.0073178,           0.0030726,                   0,             0.99992,                   1,               0.995,             0.93717,           0.0060579,           0.0018289,                   0,            0.001453,            0.001453,            0.001453
                 261,           0.0072314,           0.0030462,                   0,             0.99992,                   1,               0.995,              0.9377,           0.0060579,           0.0018299,                   0,             0.00142,             0.00142,             0.00142
                 262,           0.0071772,            0.003077,                   0,             0.99992,                   1,               0.995,              0.9377,            0.006059,           0.0018307,                   0,            0.001387,            0.001387,            0.001387
                 263,           0.0071762,           0.0030535,                   0,             0.99992,                   1,               0.995,              0.9377,            0.006063,           0.0018321,                   0,            0.001354,            0.001354,            0.001354
                 264,           0.0070859,           0.0030395,                   0,             0.99992,                   1,               0.995,             0.93741,           0.0060631,           0.0018339,                   0,            0.001321,            0.001321,            0.001321
                 265,           0.0071613,           0.0029847,                   0,             0.99992,                   1,               0.995,             0.93726,           0.0060652,           0.0018349,                   0,            0.001288,            0.001288,            0.001288
                 266,           0.0070918,            0.002978,                   0,             0.99992,                   1,               0.995,             0.93702,           0.0060689,           0.0018362,                   0,            0.001255,            0.001255,            0.001255
                 267,           0.0071108,           0.0030203,                   0,             0.99992,                   1,               0.995,             0.93653,            0.006067,           0.0018371,                   0,            0.001222,            0.001222,            0.001222
                 268,           0.0070283,             0.00298,                   0,             0.99992,                   1,               0.995,             0.93586,           0.0060714,           0.0018383,                   0,            0.001189,            0.001189,            0.001189
                 269,            0.006997,            0.003027,                   0,             0.99992,                   1,               0.995,              0.9357,           0.0060732,           0.0018395,                   0,            0.001156,            0.001156,            0.001156
                 270,           0.0069593,            0.003013,                   0,             0.99992,                   1,               0.995,             0.93551,            0.006076,           0.0018405,                   0,            0.001123,            0.001123,            0.001123
                 271,           0.0069766,           0.0029811,                   0,             0.99992,                   1,               0.995,             0.93518,           0.0060789,           0.0018423,                   0,             0.00109,             0.00109,             0.00109
                 272,            0.006985,            0.002925,                   0,             0.99992,                   1,               0.995,             0.93512,            0.006084,           0.0018436,                   0,            0.001057,            0.001057,            0.001057
                 273,            0.007051,           0.0029934,                   0,             0.99992,                   1,               0.995,             0.93584,           0.0060845,           0.0018443,                   0,            0.001024,            0.001024,            0.001024
                 274,           0.0068967,           0.0029714,                   0,             0.99992,                   1,               0.995,               0.935,           0.0060866,           0.0018452,                   0,            0.000991,            0.000991,            0.000991
                 275,           0.0069743,           0.0029649,                   0,             0.99992,                   1,               0.995,             0.93595,           0.0060912,           0.0018466,                   0,            0.000958,            0.000958,            0.000958
                 276,           0.0068158,            0.002939,                   0,             0.99992,                   1,               0.995,             0.93573,           0.0060913,           0.0018468,                   0,            0.000925,            0.000925,            0.000925
                 277,           0.0068528,           0.0029678,                   0,             0.99992,                   1,               0.995,             0.93557,           0.0060957,           0.0018477,                   0,            0.000892,            0.000892,            0.000892
                 278,           0.0069171,           0.0029309,                   0,             0.99992,                   1,               0.995,             0.93516,           0.0060994,           0.0018485,                   0,            0.000859,            0.000859,            0.000859
                 279,           0.0067838,           0.0028814,                   0,             0.99992,                   1,               0.995,             0.93573,            0.006103,           0.0018495,                   0,            0.000826,            0.000826,            0.000826
                 280,           0.0066572,           0.0029274,                   0,             0.99992,                   1,               0.995,             0.93594,           0.0061061,           0.0018503,                   0,            0.000793,            0.000793,            0.000793
                 281,           0.0067506,           0.0029184,                   0,             0.99992,                   1,               0.995,             0.93603,           0.0061064,           0.0018499,                   0,             0.00076,             0.00076,             0.00076
                 282,           0.0067833,           0.0029428,                   0,             0.99992,                   1,               0.995,             0.93596,           0.0061108,           0.0018506,                   0,            0.000727,            0.000727,            0.000727
                 283,           0.0066785,           0.0028994,                   0,             0.99992,                   1,               0.995,             0.93631,           0.0061157,           0.0018514,                   0,            0.000694,            0.000694,            0.000694
                 284,           0.0066844,            0.002897,                   0,             0.99992,                   1,               0.995,             0.93607,           0.0061199,           0.0018524,                   0,            0.000661,            0.000661,            0.000661
                 285,           0.0066035,           0.0028281,                   0,             0.99992,                   1,               0.995,             0.93576,           0.0061229,           0.0018535,                   0,            0.000628,            0.000628,            0.000628
                 286,           0.0065647,           0.0028205,                   0,             0.99992,                   1,               0.995,             0.93566,           0.0061265,           0.0018538,                   0,            0.000595,            0.000595,            0.000595
